Código,Nome,Volume,Última (R$),Variação
SNSY6,Sansuy,100,11,51,+4,64%
CASN4,CASAN,100,10,00,-16,67%
EMAE3,EMAE,100,26,01,+33,25%
BPAR3,Banpará,100,182,07,+20,58%
APTI4,Aliperti,200,3.500,00,-61,96%
VSPT3,FCA,1.000.000,4.999.999,50,+114,29%
MTIG3,Metalgráfica Iguaçu,400,156,30,+29,60%
FIGE4,Investimentos Bemge,100,38,01,-4,97%
LUXM3,Trevisa,200,10,00,+7,99%
TKNO3,Tekno,100,85,79,+10,64%
COCE6,Coelce,100,35,00,+16,63%
MGEL3,Mangels,100,75,00,+8,70%
CTSA8,Santanense,2.000,1,00,+0,00%
MMAQ4,Minasmáquinas,14,200,06,-28,55%
